epsilon,rep,race,n,Accuracy
50.0,1,Hispanic,410,0.6146341463414634
50.0,1,Other,295,0.6
50.0,2,AfricanAmerican,3821,0.5391258832766291
50.0,2,Asian,115,0.6086956521739131
50.0,2,Caucasian,14970,0.5521710086840347
50.0,2,Hispanic,410,0.5756097560975609
50.0,2,Other,295,0.6372881355932203
50.0,3,AfricanAmerican,3821,0.5372939021198639
50.0,3,Asian,115,0.6260869565217392
50.0,3,Caucasian,14970,0.5494321977287909
50.0,3,Hispanic,410,0.5487804878048781
50.0,3,Other,295,0.6237288135593221
50.0,4,AfricanAmerican,3821,0.5459303847160429
50.0,4,Asian,115,0.6347826086956522
50.0,4,Caucasian,14970,0.548563794255177
50.0,4,Hispanic,410,0.5926829268292683
50.0,4,Other,295,0.6135593220338983
50.0,5,AfricanAmerican,3821,0.5566605600628107
50.0,5,Asian,115,0.6434782608695652
50.0,5,Caucasian,14970,0.5510354041416166
50.0,5,Hispanic,410,0.5780487804878048
50.0,5,Other,295,0.5830508474576271
50.0,6,AfricanAmerican,3821,0.5482857890604553
50.0,6,Asian,115,0.6260869565217392
50.0,6,Caucasian,14970,0.5487641950567802
50.0,6,Hispanic,410,0.5341463414634147
50.0,6,Other,295,0.6101694915254238
50.0,7,AfricanAmerican,3821,0.5323213818372153
50.0,7,Asian,115,0.6
50.0,7,Caucasian,14970,0.5468269873079492
50.0,7,Hispanic,410,0.5170731707317073
50.0,7,Other,295,0.5661016949152542
50.0,8,AfricanAmerican,3821,0.5469772310913373
50.0,8,Asian,115,0.6
50.0,8,Caucasian,14970,0.5525718102872411
50.0,8,Hispanic,410,0.573170731707317
50.0,8,Other,295,0.5830508474576271
50.0,9,AfricanAmerican,3821,0.5501177702172206
50.0,9,Asian,115,0.6521739130434783
50.0,9,Caucasian,14970,0.5474949899799599
50.0,9,Hispanic,410,0.5756097560975609
50.0,9,Other,295,0.6033898305084746
50.0,10,AfricanAmerican,3821,0.5459303847160429
50.0,10,Asian,115,0.6434782608695652
50.0,10,Caucasian,14970,0.5404141616566466
50.0,10,Hispanic,410,0.5560975609756098
50.0,10,Other,295,0.5966101694915255
50.0,11,AfricanAmerican,3821,0.5477623658728081
50.0,11,Asian,115,0.6
50.0,11,Caucasian,14970,0.5527722110888443
50.0,11,Hispanic,410,0.5390243902439025
50.0,11,Other,295,0.5830508474576271
50.0,12,AfricanAmerican,3821,0.5459303847160429
50.0,12,Asian,115,0.6086956521739131
50.0,12,Caucasian,14970,0.5497661990647963
50.0,12,Hispanic,410,0.5780487804878048
50.0,12,Other,295,0.6067796610169491
50.0,13,AfricanAmerican,3821,0.5467155194975137
50.0,13,Asian,115,0.6521739130434783
50.0,13,Caucasian,14970,0.5391449565798263
50.0,13,Hispanic,410,0.5414634146341464
50.0,13,Other,295,0.5830508474576271
50.0,14,AfricanAmerican,3821,0.5482857890604553
50.0,14,Asian,115,0.6
50.0,14,Caucasian,14970,0.547561790247161
50.0,14,Hispanic,410,0.5585365853658537
50.0,14,Other,295,0.6067796610169491
50.0,15,AfricanAmerican,3821,0.5401727296519235
50.0,15,Asian,115,0.6173913043478261
50.0,15,Caucasian,14970,0.5457581830327322
50.0,15,Hispanic,410,0.5609756097560976
50.0,15,Other,295,0.6305084745762712
50.0,16,AfricanAmerican,3821,0.5543051557183983
50.0,16,Asian,115,0.6434782608695652
50.0,16,Caucasian,14970,0.5501670006680027
50.0,16,Hispanic,410,0.5487804878048781
50.0,16,Other,295,0.5830508474576271
50.0,17,AfricanAmerican,3821,0.5294425543051557
50.0,17,Asian,115,0.5826086956521739
50.0,17,Caucasian,14970,0.5374081496325985
50.0,17,Hispanic,410,0.5390243902439025
50.0,17,Other,295,0.5728813559322034
50.0,18,AfricanAmerican,3821,0.5336299398063334
50.0,18,Asian,115,0.6434782608695652
50.0,18,Caucasian,14970,0.5454909819639279
50.0,18,Hispanic,410,0.5756097560975609
50.0,18,Other,295,0.5796610169491525
50.0,19,AfricanAmerican,3821,0.5459303847160429
50.0,19,Asian,115,0.6173913043478261
50.0,19,Caucasian,14970,0.5465597862391449
50.0,19,Hispanic,410,0.5878048780487805
50.0,19,Other,295,0.5932203389830508
100.0,0,AfricanAmerican,3821,0.5506411934048678
100.0,0,Asian,115,0.6956521739130435
100.0,0,Caucasian,14970,0.5588510354041416
100.0,0,Hispanic,410,0.551219512195122
100.0,0,Other,295,0.6
100.0,1,AfricanAmerican,3821,0.568437581784873
100.0,1,Asian,115,0.6869565217391305
100.0,1,Caucasian,14970,0.5702070808283233
100.0,1,Hispanic,410,0.5756097560975609
100.0,1,Other,295,0.6135593220338983
100.0,2,AfricanAmerican,3821,0.5563988484689871
100.0,2,Asian,115,0.6260869565217392
100.0,2,Caucasian,14970,0.5578490313961256
100.0,2,Hispanic,410,0.5804878048780487
100.0,2,Other,295,0.6169491525423729
100.0,3,AfricanAmerican,3821,0.5574456948442816
100.0,3,Asian,115,0.6608695652173913
100.0,3,Caucasian,14970,0.5612558450233801
100.0,3,Hispanic,410,0.5804878048780487
100.0,3,Other,295,0.6067796610169491
100.0,4,AfricanAmerican,3821,0.559801099188694
100.0,4,Asian,115,0.6869565217391305
100.0,4,Caucasian,14970,0.5638610554442218
100.0,4,Hispanic,410,0.5804878048780487
100.0,4,Other,295,0.6135593220338983
100.0,5,AfricanAmerican,3821,0.5603245223763412
100.0,5,Asian,115,0.6782608695652174
100.0,5,Caucasian,14970,0.5629258517034068
100.0,5,Hispanic,410,0.5951219512195122
100.0,5,Other,295,0.6033898305084746
100.0,6,AfricanAmerican,3821,0.5603245223763412
100.0,6,Asian,115,0.6695652173913044
100.0,6,Caucasian,14970,0.5624582498329993
100.0,6,Hispanic,410,0.5853658536585366
100.0,6,Other,295,0.5864406779661017
100.0,7,AfricanAmerican,3821,0.5676524470034022
100.0,7,Asian,115,0.6695652173913044
100.0,7,Caucasian,14970,0.5589846359385438
100.0,7,Hispanic,410,0.5878048780487805
100.0,7,Other,295,0.5932203389830508
100.0,8,AfricanAmerican,3821,0.568437581784873
100.0,8,Asian,115,0.6347826086956522
100.0,8,Caucasian,14970,0.5633266533066132
100.0,8,Hispanic,410,0.5902439024390244
100.0,8,Other,295,0.6067796610169491
100.0,9,AfricanAmerican,3821,0.567129023815755
100.0,9,Asian,115,0.6869565217391305
100.0,9,Caucasian,14970,0.5633934535738143
100.0,9,Hispanic,410,0.5804878048780487
100.0,9,Other,295,0.6
100.0,10,AfricanAmerican,3821,0.5639884846898717
100.0,10,Asian,115,0.6521739130434783
100.0,10,Caucasian,14970,0.5688710754843019
100.0,10,Hispanic,410,0.5829268292682926
100.0,10,Other,295,0.6067796610169491
100.0,11,AfricanAmerican,3821,0.5652970426589898
100.0,11,Asian,115,0.6608695652173913
100.0,11,Caucasian,14970,0.5715430861723447
100.0,11,Hispanic,410,0.5853658536585366
100.0,11,Other,295,0.6271186440677966
100.0,12,AfricanAmerican,3821,0.5666056006281078
100.0,12,Asian,115,0.6782608695652174
100.0,12,Caucasian,14970,0.5673346693386774
100.0,12,Hispanic,410,0.5804878048780487
100.0,12,Other,295,0.6
100.0,13,AfricanAmerican,3821,0.5634650615022245
100.0,13,Asian,115,0.6347826086956522
100.0,13,Caucasian,14970,0.5679358717434869
100.0,13,Hispanic,410,0.5902439024390244
100.0,13,Other,295,0.6101694915254238
100.0,14,AfricanAmerican,3821,0.5707929861292855
100.0,14,Asian,115,0.6521739130434783
100.0,14,Caucasian,14970,0.5637942551770208
100.0,14,Hispanic,410,0.5878048780487805
100.0,14,Other,295,0.6406779661016949
100.0,15,AfricanAmerican,3821,0.5666056006281078
100.0,15,Asian,115,0.6869565217391305
100.0,15,Caucasian,14970,0.5589178356713427
100.0,15,Hispanic,410,0.5926829268292683
100.0,15,Other,295,0.6033898305084746
100.0,16,AfricanAmerican,3821,0.5673907354095786
100.0,16,Asian,115,0.6608695652173913
100.0,16,Caucasian,14970,0.5637942551770208
100.0,16,Hispanic,410,0.5975609756097561
100.0,16,Other,295,0.6372881355932203
100.0,17,AfricanAmerican,3821,0.5579691180319288
100.0,17,Asian,115,0.6521739130434783
100.0,17,Caucasian,14970,0.5613894455577823
100.0,17,Hispanic,410,0.6024390243902439
100.0,17,Other,295,0.6033898305084746
100.0,18,AfricanAmerican,3821,0.5637267730960481
100.0,18,Asian,115,0.6869565217391305
100.0,18,Caucasian,14970,0.5617902471609887
100.0,18,Hispanic,410,0.6170731707317073
100.0,18,Other,295,0.6305084745762712
100.0,19,AfricanAmerican,3821,0.5645119078775189
100.0,19,Asian,115,0.6260869565217392
100.0,19,Caucasian,14970,0.5657314629258517
100.0,19,Hispanic,410,0.6048780487804878
100.0,19,Other,295,0.6169491525423729
200.0,0,AfricanAmerican,3821,0.5857105469772311
200.0,0,Asian,115,0.6521739130434783
200.0,0,Caucasian,14970,0.5794923179692719
200.0,0,Hispanic,410,0.5975609756097561
200.0,0,Other,295,0.6440677966101694
200.0,1,AfricanAmerican,3821,0.5786443339439937
200.0,1,Asian,115,0.6521739130434783
200.0,1,Caucasian,14970,0.5771543086172345
200.0,1,Hispanic,410,0.6
200.0,1,Other,295,0.6271186440677966
200.0,2,AfricanAmerican,3821,0.5786443339439937
200.0,2,Asian,115,0.6608695652173913
200.0,2,Caucasian,14970,0.5798931195724782
200.0,2,Hispanic,410,0.6024390243902439
200.0,2,Other,295,0.6338983050847458
200.0,3,AfricanAmerican,3821,0.5820465846637006
200.0,3,Asian,115,0.6608695652173913
200.0,3,Caucasian,14970,0.5780227120908483
200.0,3,Hispanic,410,0.6097560975609756
200.0,3,Other,295,0.6508474576271186
200.0,4,AfricanAmerican,3821,0.575765506411934
200.0,4,Asian,115,0.6608695652173913
200.0,4,Caucasian,14970,0.5790247160988644
200.0,4,Hispanic,410,0.6073170731707317
200.0,4,Other,295,0.6406779661016949
200.0,5,AfricanAmerican,3821,0.5796911803192881
200.0,5,Asian,115,0.6608695652173913
200.0,5,Caucasian,14970,0.5827655310621243
200.0,5,Hispanic,410,0.6
200.0,5,Other,295,0.6474576271186441
200.0,6,AfricanAmerican,3821,0.5809997382884062
200.0,6,Asian,115,0.6521739130434783
200.0,6,Caucasian,14970,0.5816967267869071
200.0,6,Hispanic,410,0.6
200.0,6,Other,295,0.6372881355932203
200.0,7,AfricanAmerican,3821,0.5783826223501701
200.0,7,Asian,115,0.6521739130434783
200.0,7,Caucasian,14970,0.5794923179692719
200.0,7,Hispanic,410,0.6
200.0,7,Other,295,0.6338983050847458
200.0,8,AfricanAmerican,3821,0.5807380266945825
200.0,8,Asian,115,0.6434782608695652
200.0,8,Caucasian,14970,0.5788911155644623
200.0,8,Hispanic,410,0.6073170731707317
200.0,8,Other,295,0.6237288135593221
200.0,9,AfricanAmerican,3821,0.5809997382884062
200.0,9,Asian,115,0.6608695652173913
200.0,9,Caucasian,14970,0.5781563126252505
200.0,9,Hispanic,410,0.6146341463414634
200.0,9,Other,295,0.6406779661016949
200.0,10,AfricanAmerican,3821,0.5809997382884062
200.0,10,Asian,115,0.6521739130434783
200.0,10,Caucasian,14970,0.577621910487642
200.0,10,Hispanic,410,0.6048780487804878
200.0,10,Other,295,0.6406779661016949
200.0,11,AfricanAmerican,3821,0.5781209107563465
200.0,11,Asian,115,0.6521739130434783
200.0,11,Caucasian,14970,0.5808951235804943
200.0,11,Hispanic,410,0.5878048780487805
200.0,11,Other,295,0.6406779661016949
200.0,12,AfricanAmerican,3821,0.5825700078513478
200.0,12,Asian,115,0.6695652173913044
200.0,12,Caucasian,14970,0.5785571142284569
200.0,12,Hispanic,410,0.6146341463414634
200.0,12,Other,295,0.6508474576271186
200.0,13,AfricanAmerican,3821,0.5807380266945825
200.0,13,Asian,115,0.6608695652173913
200.0,13,Caucasian,14970,0.578690714762859
200.0,13,Hispanic,410,0.5951219512195122
200.0,13,Other,295,0.6237288135593221
200.0,14,AfricanAmerican,3821,0.5786443339439937
200.0,14,Asian,115,0.6695652173913044
200.0,14,Caucasian,14970,0.5807615230460922
200.0,14,Hispanic,410,0.6
200.0,14,Other,295,0.6508474576271186
200.0,15,AfricanAmerican,3821,0.581784873069877
200.0,15,Asian,115,0.6521739130434783
200.0,15,Caucasian,14970,0.5811623246492986
200.0,15,Hispanic,410,0.5951219512195122
200.0,15,Other,295,0.6406779661016949
200.0,16,AfricanAmerican,3821,0.5809997382884062
200.0,16,Asian,115,0.6608695652173913
200.0,16,Caucasian,14970,0.5818303273213092
200.0,16,Hispanic,410,0.6073170731707317
200.0,16,Other,295,0.6508474576271186
200.0,17,AfricanAmerican,3821,0.5781209107563465
200.0,17,Asian,115,0.6608695652173913
200.0,17,Caucasian,14970,0.5787575150300601
200.0,17,Hispanic,410,0.5951219512195122
200.0,17,Other,295,0.6508474576271186
200.0,18,AfricanAmerican,3821,0.5804763151007589
200.0,18,Asian,115,0.6608695652173913
200.0,18,Caucasian,14970,0.5777555110220441
200.0,18,Hispanic,410,0.5926829268292683
200.0,18,Other,295,0.6372881355932203
200.0,19,AfricanAmerican,3821,0.5789060455378173
200.0,19,Asian,115,0.6608695652173913
200.0,19,Caucasian,14970,0.58062792251169
200.0,19,Hispanic,410,0.6048780487804878
200.0,19,Other,295,0.6372881355932203
