epsilon,rep,seed,epsilon_por_atributo,modelo,Accuracy,F1-Score
100.0,9,9999,2.380952380952381,Naive Bayes (Gaussian),0.5524450563459283,0.5521842144756559
100.0,10,10007,2.380952380952381,Regresión Logística,0.5692723471521085,0.5689267330258645
100.0,10,10007,2.380952380952381,Naive Bayes (Gaussian),0.5595329152006527,0.5512487796007101
100.0,11,11113,2.380952380952381,Regresión Logística,0.5719749120391617,0.5718290639498307
100.0,11,11113,2.380952380952381,Naive Bayes (Gaussian),0.5575442353781042,0.5567663736090052
100.0,12,13121,2.380952380952381,Regresión Logística,0.5686094538779256,0.5650757554258342
100.0,12,13121,2.380952380952381,Naive Bayes (Gaussian),0.5590739890877569,0.5442627513447289
100.0,13,17171,2.380952380952381,Regresión Logística,0.5685584620876039,0.5652086838654741
100.0,13,17171,2.380952380952381,Naive Bayes (Gaussian),0.5555045637652338,0.5412317481422754
100.0,14,19273,2.380952380952381,Regresión Logística,0.5673346591198817,0.5676980939381583
100.0,14,19273,2.380952380952381,Naive Bayes (Gaussian),0.5522920809749631,0.5512101013273595
100.0,15,23131,2.380952380952381,Regresión Logística,0.5625414308296365,0.5626139445956686
100.0,15,23131,2.380952380952381,Naive Bayes (Gaussian),0.5495895160879098,0.5497061636259386
100.0,16,29327,2.380952380952381,Regresión Logística,0.5668757330069859,0.5672373228655271
100.0,16,29327,2.380952380952381,Naive Bayes (Gaussian),0.5538728264749375,0.5518252833062754
100.0,17,31193,2.380952380952381,Regresión Logística,0.5627453979909235,0.5632076427017346
100.0,17,31193,2.380952380952381,Naive Bayes (Gaussian),0.5556065473458773,0.5538177397648549
100.0,18,33391,2.380952380952381,Regresión Logística,0.5650910203457243,0.5655634072927033
100.0,18,33391,2.380952380952381,Naive Bayes (Gaussian),0.5493855489266228,0.5490681165433658
100.0,19,37397,2.380952380952381,Regresión Logística,0.5674366427005252,0.5667608915534238
100.0,19,37397,2.380952380952381,Naive Bayes (Gaussian),0.5569833256845648,0.5446564526703014
200.0,0,42,4.761904761904762,Regresión Logística,0.5824792208454439,0.5812463340072069
200.0,0,42,4.761904761904762,Naive Bayes (Gaussian),0.5543317525878334,0.5546422756437077
200.0,1,137,4.761904761904762,Regresión Logística,0.5791137626842079,0.5789998871401127
200.0,1,137,4.761904761904762,Naive Bayes (Gaussian),0.5499464586201621,0.5480993650392174
200.0,2,271,4.761904761904762,Regresión Logística,0.581408393248687,0.5813593823966874
200.0,2,271,4.761904761904762,Naive Bayes (Gaussian),0.550405384733058,0.5489822108321115
200.0,3,314,4.761904761904762,Regresión Logística,0.5810514507164346,0.5801544704365137
200.0,3,314,4.761904761904762,Naive Bayes (Gaussian),0.5492835653459793,0.5478809490853058
200.0,4,1729,4.761904761904762,Regresión Logística,0.5803885574422518,0.5799460981450592
200.0,4,1729,4.761904761904762,Naive Bayes (Gaussian),0.5419407475396462,0.5347348188070818
200.0,5,2718,4.761904761904762,Regresión Logística,0.5839579827647748,0.583069677129799
200.0,5,2718,4.761904761904762,Naive Bayes (Gaussian),0.5517821630717454,0.5518200399102953
200.0,6,3141,4.761904761904762,Regresión Logística,0.5831931059099486,0.5824534031361598
200.0,6,3141,4.761904761904762,Naive Bayes (Gaussian),0.547447860894396,0.5456603978039145
200.0,7,6022,4.761904761904762,Regresión Logística,0.5809494671357911,0.5803237500153666
200.0,7,6022,4.761904761904762,Naive Bayes (Gaussian),0.54408240273316,0.5394472350158813
200.0,8,8128,4.761904761904762,Regresión Logística,0.5808984753454693,0.5800958210556236
200.0,8,8128,4.761904761904762,Naive Bayes (Gaussian),0.5497424914588751,0.5483860523207056
200.0,9,9999,4.761904761904762,Regresión Logística,0.5808984753454693,0.5807339774166628
200.0,9,9999,4.761904761904762,Naive Bayes (Gaussian),0.5500994339911274,0.5483941034902091
200.0,10,10007,4.761904761904762,Regresión Logística,0.5802355820712866,0.58020907289719
200.0,10,10007,4.761904761904762,Naive Bayes (Gaussian),0.539646116975167,0.5327653858018384
200.0,11,11113,4.761904761904762,Regresión Logística,0.581816327571261,0.5812420486295801
200.0,11,11113,4.761904761904762,Naive Bayes (Gaussian),0.5369435520881138,0.5264387246025586
200.0,12,13121,4.761904761904762,Regresión Logística,0.5817143439906175,0.5808212478852485
200.0,12,13121,4.761904761904762,Naive Bayes (Gaussian),0.5513232369588497,0.5500677924544429
200.0,13,17171,4.761904761904762,Regresión Logística,0.5805925246035388,0.5797556747779002
200.0,13,17171,4.761904761904762,Naive Bayes (Gaussian),0.5539238182652593,0.5542746136150021
200.0,14,19273,4.761904761904762,Regresión Logística,0.5823262454744786,0.5809894418178189
200.0,14,19273,4.761904761904762,Naive Bayes (Gaussian),0.5506603436846668,0.5505716647511967
200.0,15,23131,4.761904761904762,Regresión Logística,0.5828871551680179,0.5820088195613826
200.0,15,23131,4.761904761904762,Naive Bayes (Gaussian),0.5498954668298404,0.5484767120193039
200.0,16,29327,4.761904761904762,Regresión Logística,0.5837030238131661,0.5825711346361888
200.0,16,29327,4.761904761904762,Naive Bayes (Gaussian),0.5513232369588497,0.5516211136654349
200.0,17,31193,4.761904761904762,Regresión Logística,0.5805415328132171,0.5801212988963645
200.0,17,31193,4.761904761904762,Naive Bayes (Gaussian),0.5416857885880373,0.5350861771319303
200.0,18,33391,4.761904761904762,Regresión Logística,0.5799806231196777,0.5796774449994146
200.0,18,33391,4.761904761904762,Naive Bayes (Gaussian),0.5545357197491204,0.5539953275082714
200.0,19,37397,4.761904761904762,Regresión Logística,0.5821222783131915,0.5820611283037564
200.0,19,37397,4.761904761904762,Naive Bayes (Gaussian),0.54408240273316,0.5388195815850564
